FIT Profiler Report
Profile stats for: [LightningModule]LitUnrolled.configure_callbacks
         418 function calls (403 primitive calls) in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        1    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        1    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        1    0.000    0.000    0.000    0.000 callback.py:76(on_train_batch_start)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        1    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelSummary.on_train_batch_start
         10 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        1    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        1    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        1    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        1    0.000    0.000    0.000    0.000 callback.py:76(on_train_batch_start)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelCheckpoint{'monitor': 'Validate MSE', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_train_batch_start
         10 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        1    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        1    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        1    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        1    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        1    0.000    0.000    0.000    0.000 callback.py:76(on_train_batch_start)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [LightningModule]LitUnrolled.on_train_batch_start
         8 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 train_DiT.py:278(on_train_batch_start)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        1    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Strategy]DeepSpeedStrategy.on_train_batch_start
         7 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        1    0.000    0.000    0.000    0.000 strategy.py:577(on_train_batch_start)
        1    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: run_training_batch
         54 function calls (53 primitive calls) in 24.280 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000   24.280   24.280 automatic.py:161(run)
        1    0.000    0.000   24.280   24.280 automatic.py:243(_optimizer_step)
        1    0.000    0.000   24.280   24.280 call.py:145(_call_lightning_module_hook)
        1    0.000    0.000   24.280   24.280 contextlib.py:108(__enter__)
        1    0.000    0.000   24.280   24.280 {built-in method builtins.next}
        1    0.000    0.000   24.280   24.280 profiler.py:55(profile)
        1    0.000    0.000   24.280   24.280 advanced.py:73(start)
        1   24.280   24.280   24.280   24.280 {method 'enable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 automatic.py:197(_make_closure)
        1    0.000    0.000    0.000    0.000 typing.py:868(__new__)
        1    0.000    0.000    0.000    0.000 trainer.py:1178(optimizers)
        1    0.000    0.000    0.000    0.000 automatic.py:115(__init__)
        1    0.000    0.000    0.000    0.000 strategy.py:101(optimizers)
        1    0.000    0.000    0.000    0.000 closure.py:41(__init__)
        1    0.000    0.000    0.000    0.000 fit_loop.py:427(_should_accumulate)
        1    0.000    0.000    0.000    0.000 automatic.py:228(_make_backward_fn)
        1    0.000    0.000    0.000    0.000 automatic.py:205(_make_step_fn)
        1    0.000    0.000    0.000    0.000 automatic.py:209(_make_zero_grad_fn)
        1    0.000    0.000    0.000    0.000 training_epoch_loop.py:336(_should_accumulate)
        1    0.000    0.000    0.000    0.000 module.py:1731(__setattr__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.000    0.000 training_epoch_loop.py:331(_num_ready_batches_reached)
      3/2    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        2    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        1    0.000    0.000    0.000    0.000 parameter.py:8(__instancecheck__)
        1    0.000    0.000    0.000    0.000 __init__.py:1424(debug)
        1    0.000    0.000    0.000    0.000 progress.py:142(increment_ready)
        1    0.000    0.000    0.000    0.000 trainer.py:1462(current_epoch)
        1    0.000    0.000    0.000    0.000 contextlib.py:238(helper)
        1    0.000    0.000    0.000    0.000 contextlib.py:82(__init__)
        1    0.000    0.000    0.000    0.000 training_epoch_loop.py:327(_accumulated_batches_reached)
        1    0.000    0.000    0.000    0.000 trainer.py:1518(num_training_batches)
        1    0.000    0.000    0.000    0.000 module.py:293(automatic_optimization)
        6    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        2    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        2    0.000    0.000    0.000    0.000 deepspeed.py:596(handles_gradient_accumulation)
        1    0.000    0.000    0.000    0.000 __init__.py:1689(isEnabledFor)
        3    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x6411db0de620}
        1    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x7f5af352a550}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.callable}



Profile stats for: [LightningModule]LitUnrolled.optimizer_step
         49 function calls (48 primitive calls) in 24.276 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000   24.276   24.276 module.py:1275(optimizer_step)
        1    0.000    0.000   24.276   24.276 optimizer.py:84(step)
        1    0.000    0.000   24.276   24.276 ddp.py:253(optimizer_step)
        1    0.000    0.000   24.276   24.276 strategy.py:219(optimizer_step)
        1    0.000    0.000   24.276   24.276 deepspeed.py:119(optimizer_step)
        1    0.000    0.000   24.276   24.276 automatic.py:142(__call__)
        1    0.000    0.000   24.276   24.276 _contextlib.py:113(decorate_context)
        1    0.000    0.000   24.276   24.276 automatic.py:126(closure)
        1    0.000    0.000   24.276   24.276 automatic.py:305(_training_step)
        1    0.000    0.000   24.276   24.276 call.py:302(_call_strategy_hook)
        1    0.000    0.000   24.276   24.276 contextlib.py:108(__enter__)
        1    0.000    0.000   24.276   24.276 {built-in method builtins.next}
        1    0.000    0.000   24.276   24.276 profiler.py:55(profile)
        1    0.000    0.000   24.276   24.276 advanced.py:73(start)
        1   24.276   24.276   24.276   24.276 {method 'enable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 _contextlib.py:146(clone)
      5/4    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    0.000    0.000 grad_mode.py:135(__enter__)
        1    0.000    0.000    0.000    0.000 _contextlib.py:154(__new__)
        1    0.000    0.000    0.000    0.000 module.py:1731(__setattr__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.000    0.000 parameter.py:8(__instancecheck__)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._set_grad_enabled}
        1    0.000    0.000    0.000    0.000 contextlib.py:238(helper)
        1    0.000    0.000    0.000    0.000 {built-in method torch.is_grad_enabled}
        1    0.000    0.000    0.000    0.000 contextlib.py:82(__init__)
        1    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        1    0.000    0.000    0.000    0.000 __init__.py:1424(debug)
        3    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        3    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        1    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x6411db0de620}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 __init__.py:1689(isEnabledFor)
        1    0.000    0.000    0.000    0.000 strategy.py:93(precision_plugin)
        1    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x7f5af352a550}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 optimizer.py:34(do_nothing_closure)



Profile stats for: [Strategy]DeepSpeedStrategy.training_step
         552986 function calls (521238 primitive calls) in 6.277 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    6.277    6.277 strategy.py:379(training_step)
        1    0.000    0.000    6.277    6.277 strategy.py:608(__call__)
   1011/1    0.002    0.000    6.277    6.277 module.py:1549(_wrapped_call_impl)
   1011/1    0.014    0.000    6.277    6.277 module.py:1555(_call_impl)
   8863/1    0.017    0.000    6.277    6.277 nvtx.py:15(wrapped_fn)
        1    0.001    0.001    6.277    6.277 engine.py:1828(forward)
        1    0.000    0.000    6.270    6.270 strategy.py:627(wrapped_forward)
        1    0.000    0.000    6.270    6.270 train_DiT.py:124(training_step)
        1    0.000    0.000    6.267    6.267 respace.py:94(training_losses)
        1    0.000    0.000    6.267    6.267 gaussian_diffusion.py:715(training_losses)
        2    0.000    0.000    4.334    2.167 respace.py:124(__call__)
        1    0.000    0.000    4.333    4.333 unrolledDiT.py:98(forward)
        3    0.000    0.000    4.331    1.444 unrolledDiT.py:114(update_fn)
        3    0.000    0.000    4.328    1.443 DiT.py:1038(forward)
        3    0.000    0.000    4.327    1.442 DiT.py:418(forward)
        3    3.823    1.274    3.826    1.275 DiT.py:220(forward)
      172    1.959    0.011    1.959    0.011 {method 'to' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    1.931    1.931 gaussian_diffusion.py:682(_vb_terms_bpd)
       18    0.002    0.000    1.930    0.107 gaussian_diffusion.py:882(_extract_into_tensor)
        3    0.000    0.000    1.929    0.643 gaussian_diffusion.py:232(q_posterior_mean_variance)
       36    0.007    0.000    0.432    0.012 DiT.py:267(forward)
3968/1984    0.007    0.000    0.297    0.000 _contextlib.py:113(decorate_context)
5501/4509    0.005    0.000    0.230    0.000 eval_frame.py:596(_fn)
       72    0.002    0.000    0.195    0.003 vision_transformer.py:85(forward)
      992    0.001    0.000    0.165    0.000 parameter_offload.py:273(_pre_forward_module_hook)
      992    0.005    0.000    0.154    0.000 parameter_offload.py:438(pre_sub_module_forward_function)
      992    0.003    0.000    0.139    0.000 parameter_offload.py:277(_post_forward_module_hook)
      992    0.011    0.000    0.125    0.000 partitioned_param_coordinator.py:259(fetch_sub_module)
